,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
0,1704067200000,42283.58,44184.1,42180.77,44179.55,27174.29903,1704153599999,1169995682.0280013,1114623,14331.7318,617352094.5605193,0
1,1704153600000,44179.55,45879.63,44148.34,44946.91,65146.40661,1704239999999,2944331821.823076,2247532,33817.14447,1527964124.2375848,0
2,1704240000000,44946.91,45500.0,40750.0,42845.23,81194.55173,1704326399999,3507104563.744232,2658041,39103.99162,1687665202.9513144,0
3,1704326400000,42845.23,44729.58,42613.77,44151.1,48038.06334,1704412799999,2095095359.4936347,1819944,23605.90059,1030075267.839013,0
4,1704412800000,44151.1,44357.46,42450.0,44145.11,48075.25327,1704499199999,2100953924.3687155,2064845,24015.06426,1049655019.1400094,0
5,1704499200000,44145.12,44214.42,43397.05,43968.32,17835.06144,1704585599999,781212883.4916061,956642,9048.57073,396341787.3638776,0
6,1704585600000,43968.32,44480.59,43572.09,43929.02,23023.8508,1704671999999,1014635096.1241482,1109259,11613.52347,511871007.52582633,0
7,1704672000000,43929.01,47248.99,43175.0,46951.04,72814.57589,1704758399999,3298772150.681507,2364464,38728.8053,1755312207.6681833,0
8,1704758400000,46951.04,47972.0,44748.67,46110.0,69927.66617,1704844799999,3251442072.8083963,2637745,34825.45429,1620151226.3362696,0
9,1704844800000,46110.0,47695.93,44300.36,46653.99,89911.41203,1704931199999,4123809481.712767,3133588,46910.79439,2153126701.352164,0
10,1704931200000,46654.0,48969.48,45606.06,46339.16,87470.3296,1705017599999,4105139605.028302,2998451,44076.1683,2070467939.6599925,0
11,1705017600000,46339.16,46515.53,41500.0,42782.73,86327.93707,1705103999999,3827483735.576057,2809192,41707.58066,1850840878.9778297,0
12,1705104000000,42782.74,43257.0,42436.12,42847.99,36118.47464,1705190399999,1547370611.5531662,1434243,17748.09824,760432218.245455,0
13,1705190400000,42847.99,43079.0,41720.0,41732.35,28228.40894,1705276799999,1202212782.257693,1235727,13690.30843,583261659.738576,0
14,1705276800000,41732.35,43400.43,41718.05,42511.1,40269.89303,1705363199999,1718982911.1081028,1657611,19924.7603,849997411.0875828,0
15,1705363200000,42511.1,43578.01,42050.0,43137.95,45045.74589,1705449599999,1931947150.0590703,1716580,24064.55667,1031525441.9352084,0
16,1705449600000,43137.94,43198.0,42200.69,42776.1,33266.21388,1705535999999,1419888430.9228892,1438172,16648.20529,710532768.047578,0
17,1705536000000,42776.09,42930.0,40683.28,41327.5,43907.51641,1705622399999,1839426541.2635791,1466087,21085.14336,883292634.2063637,0
18,1705622400000,41327.51,42196.86,40280.0,41659.03,48342.74559,1705708799999,1993846466.538752,1641428,24347.5002,1004478721.3792056,0
19,1705708800000,41659.03,41872.56,41456.3,41696.04,15923.99493,1705795199999,662768008.1509343,807324,7557.36632,314535141.9955636,0
20,1705795200000,41696.05,41881.39,41500.98,41580.33,11730.16301,1705881599999,489151571.0309043,657817,5576.56045,232552207.16073287,0
21,1705881600000,41580.32,41689.65,39431.58,39568.02,55426.19911,1705967999999,2247452153.7954326,2147250,26788.13985,1086650848.0670524,0
22,1705968000000,39568.02,40176.74,38555.0,39897.6,57956.63351,1706054399999,2275851990.6468267,2043925,30913.97177,1214417243.6964118,0
23,1706054400000,39897.59,40555.0,39484.19,40084.88,39293.82861,1706140799999,1569704923.8307493,1675615,20673.05725,825887009.4744226,0
24,1706140800000,40084.89,40300.24,39550.0,39961.09,31022.11853,1706227199999,1238813296.1526136,1291233,15685.24919,626369240.3733964,0
25,1706227200000,39961.09,42246.82,39822.52,41823.51,47384.96726,1706313599999,1951700659.289807,1624861,24674.75551,1016105199.7171212,0
26,1706313600000,41823.51,42200.0,41394.34,42120.63,16224.41667,1706399999999,678418702.3509445,751148,7485.64978,312938659.24802434,0
27,1706400000000,42120.63,42842.68,41620.81,42031.06,27294.99838,1706486399999,1154365891.668259,1032493,12971.1882,548670338.639401,0
28,1706486400000,42031.05,43333.0,41804.88,43302.7,31542.74207,1706572799999,1343462280.3618684,1197856,15996.88627,681504721.3585126,0
29,1706572800000,43302.71,43882.36,42683.99,42941.1,37619.24546,1706659199999,1633251085.6713595,1316610,19317.29993,838876408.4556684,0
30,1706659200000,42941.1,43745.11,42276.84,42580.0,39871.13688,1706745599999,1711665577.0530825,1499559,20289.94825,871009715.1702206,0
31,1706745600000,42580.0,43285.13,41884.28,43082.94,35231.04664,1706831999999,1497121440.644002,1392269,18134.84304,770635549.4842126,0
32,1706832000000,43082.95,43488.0,42546.79,43200.0,29672.14418,1706918399999,1277919437.2905612,1086342,15645.5711,673834785.747791,0
33,1706918400000,43199.99,43380.01,42880.0,43011.09,12033.40998,1707004799999,518775350.03360087,609962,5691.78572,245377398.51059568,0
34,1707004800000,43011.1,43119.04,42222.0,42582.88,17066.89404,1707091199999,730999557.7083682,931235,8427.12671,360928641.05977213,0
35,1707091200000,42582.88,43569.76,42258.1,42708.7,29467.75905,1707177599999,1262620640.5407171,1317397,14984.06962,642077579.5827268,0
36,1707177600000,42708.7,43399.98,42574.0,43098.95,24675.85433,1707263999999,1061049582.6002768,1120760,12810.98205,550866463.7409194,0
37,1707264000000,43098.96,44396.5,42788.0,44349.6,34392.59915,1707350399999,1496013692.382922,1378809,17755.87738,772721372.4443885,0
38,1707350400000,44349.6,45614.3,44331.1,45288.65,45439.62231,1707436799999,2042912128.1517663,1863650,22731.52397,1021963499.8003352,0
39,1707436800000,45288.66,48200.0,45242.12,47132.77,73503.481,1707523199999,3453043306.420976,2323884,37360.96419,1754880225.38021,0
40,1707523200000,47132.78,48170.0,46800.0,47751.09,24802.35936,1707609599999,1176079377.6922762,1323421,12740.69912,604397015.51796,0
41,1707609600000,47751.08,48592.66,47557.16,48299.99,29958.80837,1707695999999,1443314885.7714052,1407270,15741.38294,758411879.955689,0
42,1707696000000,48300.0,50334.82,47710.01,49917.27,59009.96705,1707782399999,2898220863.0181804,1939394,30797.43359,1512688561.6888657,0
43,1707782400000,49917.28,50368.61,48300.95,49699.59,55551.56706,1707868799999,2745025370.067447,1741811,28409.79337,1403783512.6809905,0
44,1707868800000,49699.6,52043.71,49225.01,51795.17,57046.37401,1707955199999,2919604456.723313,1859392,29664.5183,1518339681.334602,0
45,1707955200000,51795.17,52816.62,51314.0,51880.0,53816.03055,1708041599999,2802825737.9920154,1786569,26722.58656,1391971339.715806,0
46,1708041600000,51880.01,52572.08,51566.0,52124.11,37772.25318,1708127999999,1965003863.9713345,1583711,18309.89888,952708587.7324989,0
47,1708128000000,52124.1,52162.82,50625.0,51642.64,25674.00622,1708214399999,1319908544.9790893,1427773,12655.51593,650426057.1976154,0
48,1708214400000,51642.64,52377.0,51163.28,52137.67,21992.10363,1708300799999,1139209588.4334626,1375422,11281.34692,584447328.1142721,0
49,1708300800000,52137.68,52488.77,51677.0,51774.73,29534.99432,1708387199999,1539600521.6007729,1542990,15266.36204,795825023.6442237,0
50,1708387200000,51774.74,52985.0,50760.37,52258.82,49614.47318,1708473599999,2574874999.3787174,1971912,24994.25062,1297330385.005093,0
51,1708473600000,52258.82,52366.8,50625.0,51849.39,43079.40049,1708559999999,2210278288.725095,1824860,22239.73293,1140905416.956252,0
52,1708560000000,51849.38,52065.78,50940.78,51288.42,35309.44574,1708646399999,1820949707.158534,1688184,17830.4673,919599483.9078616,0
53,1708646400000,51288.42,51548.54,50521.0,50744.15,30545.79544,1708732799999,1559143576.8296163,1487039,14610.80906,745820955.2560463,0
54,1708732800000,50744.15,51698.0,50585.0,51568.22,16560.4211,1708819199999,847793393.571868,855015,8462.15627,433239599.4239887,0
55,1708819200000,51568.21,51958.55,51279.8,51728.85,18721.63159,1708905599999,966951114.4504627,923992,9544.17672,492952522.6816389,0
56,1708905600000,51728.85,54910.0,50901.44,54476.47,51256.72199,1708991999999,2710403072.980595,1808909,27198.83551,1438371804.1101012,0
57,1708992000000,54476.48,57588.15,54450.13,57037.34,67194.98562,1709078399999,3795949115.2249312,2414285,34970.25885,1975472154.511574,0
58,1709078400000,57037.35,64000.0,56691.85,62432.1,118763.46984,1709164799999,7162581994.485739,3895062,62066.63936,3742433894.945077,0
59,1709164800000,62432.11,63676.35,60364.7,61130.98,78425.07603,1709251199999,4872212871.27608,3169405,39463.06931,2452515504.8686514,0
60,1709251200000,61130.99,63114.23,60777.0,62387.9,47737.93473,1709337599999,2956537377.9660296,1947444,24195.70252,1498771144.099956,0
61,1709337600000,62387.9,62433.19,61561.12,61987.28,25534.73659,1709423999999,1582566973.834093,1641808,12691.37721,786583052.0862726,0
62,1709424000000,61987.28,63231.88,61320.0,63113.97,28994.90903,1709510399999,1804536272.9443457,1992011,14905.186,927868983.7308432,0
63,1709510400000,63113.97,68499.0,62300.0,68245.71,84835.16005,1709596799999,5568877537.081252,3887853,45319.0864,2974396037.6857204,0
64,1709596800000,68245.71,69000.0,59005.0,63724.01,132696.7813,1709683199999,8674526591.287142,5310706,65991.84526,4318205559.64365,0
65,1709683200000,63724.01,67641.1,62779.14,66074.04,78738.85491,1709769599999,5197743036.597275,3302981,40344.32596,2663883160.206962,0
66,1709769600000,66074.04,67980.0,65551.0,66823.17,53059.8869,1709855999999,3548088039.273608,2428227,27935.66302,1867854683.9820297,0
67,1709856000000,66823.18,69990.0,66082.66,68124.19,74261.932842,1709942399999,5044395324.399055,2943927,37711.514581,2563347797.52868,0
68,1709942400000,68124.2,68541.1,67861.1,68313.27,19872.89743,1710028799999,1355964036.9092987,1345341,10005.592,682720256.0028228,0
69,1710028800000,68313.28,69887.61,68094.75,68955.88,38404.66835,1710115199999,2659307501.094578,2139518,19188.79904,1328747995.9940257,0
70,1710115200000,68955.88,72800.0,67024.96,72078.1,75292.825726,1710201599999,5352704377.618805,3043414,39435.855459,2803359303.286973,0
71,1710201600000,72078.1,73000.0,68620.82,71452.01,68783.546691,1710287999999,4909667978.559339,3047890,34517.212933,2465202174.4072266,0
72,1710288000000,71452.0,73650.25,71333.31,73072.41,52659.711647,1710374399999,3829764501.253793,2501197,26787.082237,1948382241.8894603,0
73,1710374400000,73072.4,73777.0,68555.0,71388.94,71757.628746,1710460799999,5132189849.096632,2994869,35676.748326,2552190396.8890066,0
74,1710460800000,71388.94,72419.71,65600.0,69499.85,103334.03546,1710547199999,7065279917.872112,3904445,49844.66515,3409385750.021177,0
75,1710547200000,69499.84,70043.0,64780.0,65300.63,55926.95336,1710633599999,3788544202.884856,2729019,27240.19894,1846731512.2736232,0
76,1710633600000,65300.64,68904.4,64533.0,68393.48,49742.21589,1710719999999,3322963634.2425127,2449156,25328.29435,1692079618.2113106,0
77,1710720000000,68393.47,68956.0,66565.2,67609.99,55691.08088,1710806399999,3768277912.4189186,2464515,28529.67219,1930726566.249246,0
78,1710806400000,67610.0,68124.11,61555.0,61937.4,101005.32487,1710892799999,6484805948.535393,3593832,48205.28434,3095258881.7022734,0
79,1710892800000,61937.41,68100.0,60775.0,67840.51,90420.58592,1710979199999,5769770052.062583,3549793,45523.84281,2907222064.1312914,0
80,1710979200000,67840.51,68240.47,64529.01,65501.27,53357.48002,1711065599999,3551223142.964417,2388390,26650.09786,1774833851.2215245,0
81,1711065600000,65501.28,66649.62,62260.0,63796.64,51482.37821,1711151999999,3310481978.107645,2492881,24578.87957,1580940164.1212375,0
82,1711152000000,63796.64,65999.0,63000.0,63990.01,26410.11409,1711238399999,1706152172.6316135,1753566,12749.00823,823892846.7149769,0
83,1711238400000,63990.02,67628.69,63772.29,67209.99,31395.78015,1711324799999,2059312948.6486871,1880774,16689.65617,1095820626.0291996,0
84,1711324800000,67210.0,71150.0,66385.06,69880.01,53431.14486,1711411199999,3679964073.811213,2632220,27815.58769,1915614174.2397635,0
85,1711411200000,69880.0,71561.1,69280.0,69988.0,38934.38417,1711497599999,2738537345.33588,2176807,19498.85666,1371708206.538872,0
86,1711497600000,69987.99,71769.54,68359.18,69469.99,49119.35685,1711583999999,3426458581.943343,2453366,24902.3347,1737325915.834418,0
87,1711584000000,69469.99,71552.06,68903.62,70780.6,35439.03239,1711670399999,2500571208.0026274,1799897,18007.26883,1270852446.7077453,0
88,1711670400000,70780.6,70916.16,69009.0,69850.54,25445.08353,1711756799999,1779608477.3224535,1522607,11839.0929,828039936.6854533,0
89,1711756800000,69850.53,70321.1,69540.0,69582.18,13644.61142,1711843199999,954555919.6855744,1110488,6423.89367,449436189.73361903,0
90,1711843200000,69582.17,71366.0,69562.99,71280.01,19396.34433,1711929599999,1367523707.2612453,1181926,10142.47988,715151368.946302,0
91,1711929600000,71280.0,71288.23,68062.86,69649.8,41445.32039,1712015999999,2876486469.465523,1893438,20211.15024,1402849944.7822893,0
92,1712016000000,69649.81,69674.23,64550.0,65463.99,71799.82793,1712102399999,4750030717.922425,2662410,35520.17401,2348263612.3034706,0
93,1712102400000,65463.99,66903.63,64493.07,65963.28,39887.21778,1712188799999,2630556596.1359286,2172096,20618.58747,1360363531.1659515,0
94,1712188800000,65963.27,69309.91,65064.52,68487.79,41510.48453,1712275199999,2795469450.572386,2000945,21013.32173,1415699952.0381584,0
95,1712275200000,68487.8,68756.67,65952.56,67820.62,37915.23073,1712361599999,2555458935.2360086,1901980,18889.98453,1273220222.7625887,0
96,1712361600000,67820.63,69692.0,67447.83,68896.0,20134.28919,1712447999999,1373131967.7648187,1171460,9973.86412,680800856.2096505,0
97,1712448000000,68896.0,70326.29,68824.0,69360.39,21534.74433,1712534399999,1496213373.1855776,1269048,11149.90398,774906774.5282813,0
98,1712534400000,69360.38,72797.99,69043.24,71620.0,45723.87624,1712620799999,3270853309.6629424,2037025,25309.90487,1811209901.716354,0
99,1712620800000,71620.0,71758.19,68210.0,69146.0,39293.90242,1712707199999,2749007421.6421075,1804157,18896.53756,1321865585.2380521,0
100,1712707200000,69146.0,71172.08,67518.0,70631.08,42006.02377,1712793599999,2901564970.815804,1852170,20269.34809,1401023003.7318227,0
101,1712793600000,70631.08,71305.89,69567.21,70006.23,31917.25595,1712879999999,2247473274.616258,1658995,15908.49124,1120249990.7357526,0
102,1712880000000,70006.22,71227.46,65086.86,67116.52,56072.86229,1712966399999,3843551585.3212743,2496617,25935.86464,1777808491.1704543,0
103,1712966400000,67116.52,67929.0,60660.57,63924.51,71395.22019,1713052799999,4614468627.809045,3341340,33221.6695,2144846149.680918,0
104,1713052800000,63924.52,65840.0,62134.0,65661.84,61599.17818,1713139199999,3946124834.6970353,2657953,29732.29634,1904847012.5093088,0
105,1713139200000,65661.85,66867.07,62274.4,63419.99,52389.53069,1713225599999,3398072231.5612235,2539048,25206.68008,1634572976.939813,0
106,1713225600000,63419.99,64365.0,61600.0,63793.39,53435.29331,1713311999999,3355338198.4469132,2604354,26041.2664,1635683129.3076532,0
107,1713312000000,63793.4,64499.0,59678.16,61277.37,50610.54509,1713398399999,3128625247.4738536,2458327,24346.74671,1506361259.7013583,0
108,1713398400000,61277.38,64117.09,60803.35,63470.08,43601.60918,1713484799999,2726741448.886802,2142511,20870.20705,1305027167.9395082,0
109,1713484800000,63470.09,65450.0,59600.01,63818.01,69774.30271,1713571199999,4419893235.183288,2828284,34941.50216,2214809735.2402415,0
110,1713571200000,63818.01,65419.0,63090.07,64940.59,23137.42975,1713657599999,1486949581.439479,1376712,11811.8444,759077474.2972904,0
111,1713657600000,64940.58,65695.56,64237.5,64941.15,19316.42152,1713743999999,1254396628.1531765,1390153,9734.71767,632257865.0082499,0
112,1713744000000,64941.15,67232.35,64500.0,66819.32,31397.99371,1713830399999,2071690434.976552,1816591,16466.05497,1086399264.6092272,0
113,1713830400000,66819.32,67183.01,65765.81,66414.0,22599.90004,1713916799999,1502139968.7198815,1433915,10854.17402,721404825.847041,0
114,1713916800000,66414.0,67070.43,63606.06,64289.59,33595.69637,1714003199999,2195714861.657656,1784897,16899.50969,1104368114.1058698,0
115,1714003200000,64289.58,65297.94,62794.0,64498.34,31341.46338,1714089599999,2007704069.2622728,1375324,14808.62959,948738136.2684381,0
116,1714089600000,64498.33,64820.01,63297.48,63770.01,27085.19346,1714175999999,1736631357.3537388,1025561,13570.23647,870093757.5188991,0
117,1714176000000,63770.0,63923.41,62391.24,63461.98,20933.06052,1714262399999,1320337707.787116,912422,9903.95325,624733409.211288,0
118,1714262400000,63461.98,64370.0,62781.0,63118.62,16949.20005,1714348799999,1078450016.4732296,790652,7941.33811,505261267.5695052,0
119,1714348800000,63118.62,64228.35,61765.53,63866.0,28150.22947,1714435199999,1765038324.6837213,1152296,13986.59437,877053322.307997,0
120,1714435200000,63866.0,64734.0,59191.6,60672.0,54947.65535,1714521599999,3372142467.4322524,1985671,26385.41614,1620421850.578699,0
